row_id,cluster,PC1,PC2
0,1,0.5089316452322008,-1.3102836885211655
1,6,-2.388674035005989,-1.164866082653708
2,8,1.1259677545828362,0.5237502341095357
3,19,0.6528982600761077,-1.3033507092048335
4,11,2.237242572375024,0.5429858043077607
5,5,0.20665534757511195,-0.19861095780018995
6,14,0.31672309464153664,0.9056585711001804
7,19,0.4241066898481013,-0.03055073072190535
8,9,-0.7000418426982276,-0.28535683313263
9,17,1.7828434441063756,-1.0440537358965045
10,2,-1.5682255344814362,0.08400624984703375
11,16,-1.0572747943999115,0.3680649971925165
12,10,-1.326411605838437,1.3239175479279937
13,4,-0.514851114719033,-0.308738959327626
14,10,-0.8661049177278919,1.4814669181403124
15,14,0.045764548696266005,-1.1241946067277457
16,8,-0.30004345277797284,0.6293656715805626
17,11,0.7358492889962865,0.9023191199882241
18,10,-0.8121024414545402,1.1493897689607708
19,15,0.45421348220866004,-0.17769208639073492
20,10,-0.2881138370011739,1.1211852922716863
21,11,1.103346520356002,0.19643267749436616
22,2,-0.1561266808520157,-0.8543396305236317
23,14,0.8780109638688272,-0.35601997718697265
24,10,-0.6063799337600965,1.3693040464685284
25,18,-0.7294176560093145,1.9345229723325825
26,13,-0.8435766985936353,-1.9018432905004565
27,17,-0.056092559853389415,-0.8903527967586844
28,5,0.7956421352309871,0.9616067880197453
29,15,0.1902063179608597,0.17854399660063808
30,5,0.7726659721265328,0.7948214298405564
31,4,-0.47967987110059157,0.5584527183313611
32,2,0.28720979151635706,0.2033448890277627
33,10,-1.1304581090536474,1.8569784576380752
34,1,-0.08215956902944559,-1.2875869339029655
35,10,0.18985896078016198,0.459601918807775
36,11,2.2823144056366327,0.009853772744011311
37,5,0.31123701453529046,-0.058735301663221696
38,19,1.3419819478569164,0.9863015881186027
39,1,0.9072308015679418,-1.5846939052927833
40,5,-0.014709136233071048,0.7533710246697303
41,19,2.2039086184827705,1.6310801427914667
42,11,1.7402428469079587,1.196444420802389
43,15,-0.10986414936788959,-1.0286278164973925
44,5,0.5742940335223682,0.5821354021556954
45,9,-1.431205619666645,0.2694659640326395
46,13,-0.36312853024145997,-1.8094567067074268
47,17,-0.3886791329413359,-1.301029748404805
48,10,0.48714273042608586,1.9065501463022054
49,15,-0.26983517020067493,-0.5025821856563327
50,18,-0.6551376492303093,1.1566022887399383
51,1,1.4833232833966603,-0.36704513448135284
52,1,1.3480674276167133,-0.4895491879326898
53,3,-0.2988881538400857,-0.3646435252689315
54,3,0.13414722458412684,-0.4700526001400651
55,14,-0.4839612827179254,-0.2073615875605683
56,1,1.254168735684733,-1.3576727616419748
57,11,1.2102248818408865,0.35195355997764877
58,9,-0.1656129961771181,-0.5971313868912695
59,12,1.2477085128971686,-0.3542002295922
60,17,-0.41781619262657477,-0.5884317861642245
61,0,-2.0378242943069163,1.2859438680946627
62,9,-0.35887545720529995,-1.4359131114188846
63,18,-0.5501948886301542,1.2472485284577148
64,2,-1.4604497267896128,-0.2702166626011064
65,2,0.28427609044194435,0.22989790485551997
66,17,1.4363092124804746,-1.0572422704698532
67,12,-0.14728027947624442,-1.372256441314344
68,12,1.3162105714290597,-1.4861470837730837
69,3,0.04582429841292679,-1.0168156851868293
70,14,1.3783890303874122,-0.9604923422169536
71,4,-0.7178347508869904,0.47829959241806597
72,16,-0.7620080658598308,-2.5454919675171883
73,11,0.9887630431037495,2.8596091295942574
74,2,-1.1546681342454528,0.619466555529002
75,0,-2.649919430265028,-0.5676451344988661
76,18,-1.0404156421594672,1.3705722640003877
77,12,0.8854816375762478,-1.0312839638335782
78,5,1.0241380942037537,1.7091575616800467
79,19,-0.7350793062021367,2.1864191658119196
80,11,2.766428878791884,1.2922475781794585
81,13,-0.45737426877225434,-2.2993567525782805
82,18,-0.42800623613408745,1.4717280482962496
83,17,-0.0416020314395342,-1.6413179562111018
84,17,1.4990613124927734,-0.5224273547777807
85,5,-0.3546864463884681,1.20954015537307
86,2,-0.11825457860115941,-0.13311218512793715
87,13,-0.16493068823440551,-1.6001106675470647
88,15,-0.37781351211634795,-0.0560008617339833
89,10,-0.8279216701394091,1.773064609775305
90,9,-1.3081298805767942,-0.39887216637512657
91,17,0.21492243905391029,-0.6773257866239144
92,3,0.5799486902672312,0.17685710694828732
93,0,-1.633689598166956,1.3773612597551668
94,5,-0.7655313294682566,0.12490503907873746
95,6,-0.9531310143787992,-1.1384418712356825
96,12,0.3391917753333343,-0.7673960372594435
97,16,-0.15876231934802068,-0.49092499293310854
98,3,-0.8049173724947448,-0.11886289583457404
99,11,1.5839091570143076,0.562034881834094
100,5,0.5548562438726647,0.06716728415147519
101,15,1.3945255072656668,0.25964084454953834
102,13,0.6225496948230568,-2.2352092567545463
103,11,0.6264719757857804,2.565676373929372
104,13,-1.4292723911993224,-1.6530739631136993
105,13,-2.004834911835869,-1.1954902824212286
106,19,0.808377914162343,-0.4066761547853593
107,3,0.971497453215354,0.9048468670980827
108,13,-0.8246262908422654,-1.6091159457348003
109,15,1.2890673567740196,-0.7390019408483239
110,17,0.4044658870039955,-0.5934341801430909
111,8,1.9869777830000492,1.6468279334751494
112,1,0.3411938984926567,-1.5219514840255668
113,2,-0.3586265951883399,-0.25387646771309175
114,2,-0.7496366101645534,0.32214347243317787
115,17,1.4250712613611716,-0.4055184615023121
116,11,2.749593000318713,0.09562744597614223
117,7,0.5027540640492163,0.8399057807246996
118,14,-0.07292397983606684,0.44693487444203583
119,16,-0.5481954483500354,-1.398493681243375
120,18,-0.8747243013133197,1.9296499763978652
121,9,-1.4861647310808894,-1.1968742256887113
122,4,-2.2757985015061895,-0.6051699901828926
123,3,0.7505353622840147,0.5555019963661807
124,5,0.587444082746442,0.4530962885630562
125,5,1.3797321847591177,0.7639080423647241
126,13,-0.8634687840434159,-1.1806209824119143
127,15,0.04922189327145293,-0.13835844894175373
128,18,-0.25739914422910376,2.611152192725596
129,7,1.7810917478560886,1.3572768209172925
130,1,0.8980896037555732,-2.277301073521188
131,2,0.06395704772570895,1.1266846488319715
132,13,-0.2757868981241812,-1.3850515726146975
133,18,-0.18458751114683172,1.3467985508094131
134,18,-0.17397297663774425,1.3840285340217995
135,0,-1.6800106688985637,0.058878344673150715
136,12,1.5507527735948101,-0.570997234448921
137,11,0.9191133229193318,1.9381759876671931
138,12,0.9201907593392349,-0.6381624408280303
139,5,0.7820779945932965,1.424882530292122
140,7,0.9997716426684133,1.048212181334671
141,10,-0.28408078463118963,0.6558521774180653
142,16,-0.8112900047117134,-0.5683347512820811
143,5,-0.20228218113259297,-0.06995557958530446
144,11,1.1231525729250966,1.9998685081917948
145,10,0.5284998569926661,1.373925968853683
146,10,-0.5455937179310736,0.39538986718207325
147,18,-0.6910907254792849,1.1702129858793553
148,13,-0.9455689266450807,-1.204510876781984
149,2,-0.8027137466775772,-0.3891570962795289
150,11,0.9803793833718926,1.2526297882733302
151,2,-1.4255930561186128,-0.12261279820699664
152,16,-1.2678162827060067,-1.0206885037065756
153,5,0.13401175780416105,1.1017082296591583
154,9,-1.302461130437951,-0.6433557718098861
155,17,0.24952308089443284,-0.29967180966979484
156,17,0.5957640888040899,-0.11729393045335294
157,3,0.3381619757460518,-0.9351611289388266
158,18,-0.1270591041140872,0.6362888827682118
159,9,-0.38106785183260344,-0.8886776123647986
160,2,-0.6601642184890151,-0.6207373709594287
161,7,0.8596115762323515,0.4268325881551031
162,18,-0.7950021808484609,1.8107205497832854
163,3,0.016436895556305557,0.9848153670657972
164,16,-1.0123158393197704,-1.857543374003526
165,16,-0.6256512462743368,0.3049642770922071
166,8,1.2668705862032072,0.6735180226208183
167,3,-0.5141408254985352,-0.5361979120690127
168,19,0.895225669637434,0.808903222987417
169,13,-1.6220955349375359,-1.4143046300769089
170,14,0.1746125293234879,-0.6388251098961896
171,17,0.5517887545293166,-1.4864028632305337
172,4,0.24873245697410423,0.4580181724970718
173,2,-0.5753455992656773,-1.2741004961655373
174,17,0.7740442327949869,-0.3966526444762296
175,13,-0.5055165243175312,-1.645108539747136
176,15,-1.148778135175055,-0.38589600513687744
177,1,2.1785824185351683,-1.0169206566653644
178,18,-1.6382072702678006,1.377948260658217
179,19,1.0642288636660677,0.8063019917043415
180,4,-0.6598714552300176,0.6855741341891888
181,11,0.5899565400735239,1.5217594038201212
182,17,0.9462993565450536,0.4663982106598798
183,11,1.3772357975669849,0.4754451311536269
184,7,0.6400066042850034,0.7575461402948505
185,6,-0.0007684094351978291,0.04279155595314517
186,17,1.412899490524592,-0.021304983969206555
187,19,0.19705737691845412,-0.5370674450120082
188,8,1.5633713375866745,0.9215354294955888
189,15,0.06395306383765814,-0.5869168938317161
190,3,0.48205909357316334,-0.06784637707557524
191,2,-0.33798379175542315,1.0963289673303156
192,14,-0.13163946660950365,0.4233751258948554
193,0,-2.59592581083576,0.03942103650612724
194,14,0.93932215316067,-0.9310213311812776
195,11,1.5928083633864671,0.8326625110069659
196,7,0.686043883046759,0.4141899594244227
